PL,P_ladrillo,P_madera,P_vidrio,P_Tablaroca,Columna,Distancia,h_Rx,h_Tx
72,1,1,0,0,0,5.385164807,1.5,1.5
75,1,1,0,0,0,6.32455532,1.5,1.5
85,1,2,0,0,0,7.280109889,1.5,1.5
86,1,2,0,0,0,8.246211251,1.5,1.5
70,1,0,0,0,0,5,1.5,1.5
67,1,0,0,0,0,4.242640687,1.5,1.5
63,1,0,0,0,0,3.605551275,1.5,1.5
72,1,0,0,0,0,3.16227766,1.5,1.5
70,1,0,0,0,0,3,1.5,1.5
74,2,0,0,0,0,3.16227766,1.5,1.5
73,2,0,0,0,0,3.605551275,1.5,1.5
71,2,0,0,0,0,4.242640687,1.5,1.5
83,2,0,0,0,0,5.830951895,1.5,1.5
84,2,0,0,0,0,6.708203932,1.5,1.5
100,1,2,0,0,0,7.615773106,1.5,1.5
86,1,2,0,0,0,8.544003745,1.5,1.5
70,1,0,0,0,0,4.472135955,1.5,1.5
79,1,0,0,0,0,4.123105626,1.5,1.5
80,1,0,0,0,0,4,1.5,1.5
82,2,0,0,0,0,4.123105626,1.5,1.5
75,2,0,0,0,0,4.472135955,1.5,1.5
73,2,0,0,0,0,5,1.5,1.5
86,3,0,0,0,0,6.403124237,1.5,1.5
82,2,0,0,0,0,7.211102551,1.5,1.5
83,1,2,0,0,0,8.062257748,1.5,1.5
85,1,2,0,0,0,8.94427191,1.5,1.5
83,2,0,0,0,0,6.403124237,1.5,1.5
82,1,1,0,0,0,5.830951895,1.5,1.5
83,2,0,0,0,0,5.385164807,1.5,1.5
74,2,0,0,0,0,5.099019514,1.5,1.5
80,2,0,0,0,0,5,1.5,1.5
91,1,0,0,0,0,5.099019514,1.5,1.5
78,2,0,0,0,0,5.385164807,1.5,1.5
76,2,0,0,0,0,5.830951895,1.5,1.5
80,3,1,0,0,0,6.403124237,1.5,1.5
83,3,1,0,0,0,7.071067812,1.5,1.5
85,3,1,0,0,0,7.810249676,1.5,1.5
85,3,1,0,0,0,8.602325267,1.5,1.5
95,1,1,0,0,0,7.211102551,1.5,1.5
89,2,0,0,0,0,6.708203932,1.5,1.5
85,2,0,0,0,0,6.32455532,1.5,1.5
92,2,0,0,0,0,6.08276253,1.5,1.5
81,2,0,0,0,0,6,1.5,1.5
80,1,0,0,0,0,6.08276253,1.5,1.5
78,2,0,0,0,0,6.32455532,1.5,1.5
78,2,0,0,0,0,6.708203932,1.5,1.5
81,2,1,0,0,0,7.211102551,1.5,1.5
85,3,1,1,0,0,7.810249676,1.5,1.5
82,3,1,1,0,0,8.485281374,1.5,1.5
84,3,1,1,0,0,9.219544457,1.5,1.5
87,3,1,1,0,0,10,1.5,1.5
87,3,1,1,0,0,10.81665383,1.5,1.5
95,1,2,1,0,0,11.66190379,1.5,1.5
101,1,2,1,0,0,12.52996409,1.5,1.5
79,1,1,0,0,0,8.062257748,1.5,1.5
87,2,0,0,0,0,7.615773106,1.5,1.5
75,2,0,0,0,0,7.280109889,1.5,1.5
82,2,0,0,0,0,7.071067812,1.5,1.5
90,2,0,0,0,0,7,1.5,1.5
87,3,0,0,0,0,7.071067812,1.5,1.5
85,2,0,0,0,0,7.280109889,1.5,1.5
79,2,0,0,0,0,7.615773106,1.5,1.5
103,3,0,0,0,0,8.062257748,1.5,1.5
93,2,0,0,0,0,8.602325267,1.5,1.5
86,3,1,1,0,0,9.219544457,1.5,1.5
91,3,1,1,0,0,9.899494937,1.5,1.5
87,3,1,1,0,0,10.63014581,1.5,1.5
94,3,1,1,0,0,11.40175425,1.5,1.5
91,1,2,1,0,0,12.20655562,1.5,1.5
89,3,0,0,0,0,8.94427191,1.5,1.5
86,3,0,0,0,0,8.544003745,1.5,1.5
92,3,0,0,0,0,8.062257748,1.5,1.5
97,3,0,0,0,0,8,1.5,1.5
87,3,0,0,0,0,8.062257748,1.5,1.5
81,2,0,0,0,0,8.246211251,1.5,1.5
83,2,0,0,0,0,8.544003745,1.5,1.5
95,2,0,0,0,0,10,1.5,1.5
91,3,1,1,0,0,10.63014581,1.5,1.5
91,3,1,1,0,0,11.3137085,1.5,1.5
85,3,1,1,0,0,12.04159458,1.5,1.5
90,3,1,1,0,0,12.80624847,1.5,1.5
91,2,1,1,0,0,13.60147051,1.5,1.5
84,3,0,0,0,0,9.848857802,1.5,1.5
78,3,0,0,0,0,9.486832981,1.5,1.5
90,3,0,0,0,0,9.219544457,1.5,1.5
92,3,0,0,0,0,9.055385138,1.5,1.5
85,3,0,0,0,0,9,1.5,1.5
81,3,0,0,0,0,9.055385138,1.5,1.5
94,2,0,0,0,0,9.219544457,1.5,1.5
82,2,0,0,0,0,9.486832981,1.5,1.5
98,4,0,0,0,0,9.848857802,1.5,1.5
90,4,0,0,0,0,10.29563014,1.5,1.5
100,4,0,0,0,0,10.81665383,1.5,1.5
97,3,2,0,0,0,11.40175425,1.5,1.5
100,4,1,1,0,0,12.04159458,1.5,1.5
103,4,1,1,0,0,12.72792206,1.5,1.5
98,4,1,1,0,0,13.45362405,1.5,1.5
97,4,1,1,0,0,14.2126704,1.5,1.5
89,3,0,0,0,0,10.77032961,1.5,1.5
81,3,0,0,0,0,10.44030651,1.5,1.5
85,3,0,0,0,0,10.19803903,1.5,1.5
100,3,0,0,0,0,10.04987562,1.5,1.5
96,3,0,0,0,0,10,1.5,1.5
89,3,0,0,0,0,10.04987562,1.5,1.5
80,2,0,0,0,0,10.19803903,1.5,1.5
88,2,0,0,0,0,10.44030651,1.5,1.5
92,4,0,0,0,0,10.77032961,1.5,1.5
96,4,0,0,0,0,11.18033989,1.5,1.5
92,4,0,0,0,0,11.66190379,1.5,1.5
103,3,2,0,0,0,12.20655562,1.5,1.5
98,3,2,0,0,0,12.80624847,1.5,1.5
98,4,1,1,0,0,13.45362405,1.5,1.5
106,4,1,1,0,0,14.14213562,1.5,1.5
97,4,1,1,0,0,14.86606875,1.5,1.5
92,3,0,0,0,0,11.70469991,1.5,1.5
89,3,0,0,0,0,11.40175425,1.5,1.5
88,3,0,0,0,0,11.18033989,1.5,1.5
87,3,0,0,0,0,11.04536102,1.5,1.5
99,3,0,0,0,0,11,1.5,1.5
91,3,0,0,0,0,11.04536102,1.5,1.5
83,1,0,0,0,0,11.18033989,1.5,1.5
87,2,0,0,0,0,11.40175425,1.5,1.5
98,3,0,0,0,0,11.70469991,1.5,1.5
91,4,0,0,0,0,12.08304597,1.5,1.5
94,4,0,0,0,0,12.52996409,1.5,1.5
94,2,2,0,0,0,13.03840481,1.5,1.5
93,2,2,0,0,0,13.60147051,1.5,1.5
97,4,1,1,0,0,14.2126704,1.5,1.5
98,4,1,1,0,0,14.86606875,1.5,1.5
97,4,0,0,0,0,12.64911064,1.5,1.5
103,4,0,0,0,0,12.36931688,1.5,1.5
96,4,0,0,0,0,12.16552506,1.5,1.5
98,4,0,0,0,0,12.04159458,1.5,1.5
97,4,0,0,0,0,12,1.5,1.5
83,3,0,0,0,0,12.04159458,1.5,1.5
90,3,0,0,0,0,12.16552506,1.5,1.5
92,2,0,0,0,0,12.36931688,1.5,1.5
99,3,0,0,0,0,12.64911064,1.5,1.5
108,4,0,0,0,0,13,1.5,1.5
94,4,0,0,0,0,13.41640786,1.5,1.5
104,4,0,0,0,0,13.89244399,1.5,1.5
95,3,2,0,0,0,14.4222051,1.5,1.5
98,3,2,0,0,0,15,1.5,1.5
97,4,1,1,0,0,15.62049935,1.5,1.5
92,4,0,0,0,0,13.60147051,1.5,1.5
98,4,0,0,0,0,13.34166406,1.5,1.5
105,4,0,0,0,0,13.15294644,1.5,1.5
98,4,0,0,0,0,13.03840481,1.5,1.5
100,4,0,0,0,0,13,1.5,1.5
95,4,0,0,0,0,13.03840481,1.5,1.5
84,1,0,0,0,0,13.15294644,1.5,1.5
87,1,0,0,0,0,13.34166406,1.5,1.5
103,4,0,0,0,0,13.92838828,1.5,1.5
92,4,0,0,0,0,14.31782106,1.5,1.5
91,4,0,0,0,0,14.76482306,1.5,1.5
100,4,0,0,0,0,15.26433752,1.5,1.5
102,3,2,0,0,0,15.8113883,1.5,1.5
94,3,2,0,0,0,16.40121947,1.5,1.5
110,4,1,1,0,0,17.02938637,1.5,1.5
98,4,0,0,0,0,14.56021978,1.5,1.5
97,4,0,0,0,0,14.31782106,1.5,1.5
95,4,0,0,0,0,14.14213562,1.5,1.5
104,4,0,0,0,0,14.03566885,1.5,1.5
94,4,0,0,0,0,14,1.5,1.5
83,4,0,0,0,0,14.03566885,1.5,1.5
85,3,0,0,0,0,14.14213562,1.5,1.5
95,2,0,0,0,0,14.31782106,1.5,1.5
110,4,0,0,0,0,15.23154621,1.5,1.5
93,4,0,0,0,0,15.65247584,1.5,1.5
90,4,0,0,0,0,16.1245155,1.5,1.5
110,4,0,0,0,0,16.64331698,1.5,1.5
109,3,2,0,0,0,17.20465053,1.5,1.5
105,3,2,0,0,0,17.80449381,1.5,1.5
94,4,0,0,0,0,15.5241747,1.5,1.5
104,4,0,0,0,0,15.29705854,1.5,1.5
94,4,0,0,0,0,15.13274595,1.5,1.5
105,4,0,0,0,0,15.03329638,1.5,1.5
103,4,0,0,0,0,15,1.5,1.5
85,4,0,0,0,0,15.03329638,1.5,1.5
87,3,0,0,0,0,15.13274595,1.5,1.5
100,2,0,0,0,0,15.29705854,1.5,1.5
97,4,0,0,0,0,15.5241747,1.5,1.5
103,4,0,0,0,0,15.8113883,1.5,1.5
97,5,0,0,0,0,16.15549442,1.5,1.5
104,5,0,0,0,0,16.55294536,1.5,1.5
105,5,0,0,0,0,16.4924225,1.5,1.5
108,5,0,0,0,0,16.2788206,1.5,1.5
112,5,0,0,0,0,16.1245155,1.5,1.5
114,5,0,0,0,0,16.03121954,1.5,1.5
105,5,0,0,0,0,16,1.5,1.5
83,4,0,0,0,0,16.03121954,1.5,1.5
90,3,0,0,0,0,16.1245155,1.5,1.5
90,2,0,0,0,0,16.2788206,1.5,1.5
104,5,0,0,0,0,16.4924225,1.5,1.5
100,5,0,0,0,0,16.76305461,1.5,1.5
105,5,0,0,0,0,17.08800749,1.5,1.5
109,5,0,0,0,0,17.4642492,1.5,1.5
99,5,0,0,0,0,17.4642492,1.5,1.5
110,5,0,0,0,0,17.2626765,1.5,1.5
110,5,0,0,0,0,17.11724277,1.5,1.5
107,5,0,0,0,0,17.02938637,1.5,1.5
95,5,0,0,0,0,17,1.5,1.5
96,4,0,0,0,0,17.02938637,1.5,1.5
92,3,0,0,0,0,17.11724277,1.5,1.5
87,1,0,0,0,0,17.2626765,1.5,1.5
105,5,0,0,0,0,17.72004515,1.5,1.5
106,4,1,0,0,0,18.02775638,1.5,1.5
108,5,0,0,0,0,18.38477631,1.5,1.5
102,5,0,0,0,0,18.24828759,1.5,1.5
105,5,0,0,0,0,18.11077028,1.5,1.5
118,5,0,0,0,0,18.02775638,1.5,1.5
114,5,0,0,0,0,18,1.5,1.5
93,4,0,0,0,0,18.02775638,1.5,1.5
86,3,0,0,0,0,18.11077028,1.5,1.5
83,1,0,0,0,0,18.24828759,1.5,1.5
100,5,0,0,0,0,18.68154169,1.5,1.5
104,5,0,0,0,0,18.97366596,1.5,1.5
104,5,0,0,0,0,19.31320792,1.5,1.5
114,5,0,0,0,0,19.41648784,1.5,1.5
110,5,0,0,0,0,19.23538406,1.5,1.5
99,5,0,0,0,0,19.10497317,1.5,1.5
111,5,0,0,0,0,19.02629759,1.5,1.5
102,5,0,0,0,0,19,1.5,1.5
87,4,0,0,0,0,19.02629759,1.5,1.5
86,3,0,0,0,0,19.10497317,1.5,1.5
86,2,0,0,0,0,19.23538406,1.5,1.5
108,5,0,0,0,0,19.6468827,1.5,1.5
109,5,0,0,0,0,19.92485885,1.5,1.5
112,5,0,0,0,0,20.24845673,1.5,1.5
109,5,0,0,0,0,20.39607805,1.5,1.5
112,5,0,0,0,0,20.22374842,1.5,1.5
106,5,0,0,0,0,20.09975124,1.5,1.5
97,5,0,0,0,0,20.02498439,1.5,1.5
105,5,0,0,0,0,20,1.5,1.5
90,4,0,0,0,0,20.02498439,1.5,1.5
95,3,0,0,0,0,20.09975124,1.5,1.5
97,3,0,0,0,0,20.22374842,1.5,1.5
109,3,0,0,0,0,20.39607805,1.5,1.5
104,5,0,0,0,0,20.61552813,1.5,1.5
110,5,0,0,0,0,20.88061302,1.5,1.5
112,5,0,0,0,0,21.1896201,1.5,1.5
100,5,0,0,0,0,21.37755833,1.5,1.5
115,5,0,0,0,0,21.21320344,1.5,1.5
104,5,0,0,0,0,21.09502311,1.5,1.5
110,5,0,0,0,0,21.02379604,1.5,1.5
101,5,0,0,0,0,21,1.5,1.5
94,4,0,0,0,0,21.02379604,1.5,1.5
90,3,0,0,0,0,21.09502311,1.5,1.5
87,3,0,0,0,0,21.21320344,1.5,1.5
110,3,0,0,0,0,21.37755833,1.5,1.5
107,4,0,0,0,0,21.58703314,1.5,1.5
103,5,0,0,0,0,21.84032967,1.5,1.5
112,6,0,0,0,0,22.36067977,1.5,1.5
113,6,0,0,0,0,22.20360331,1.5,1.5
115,6,0,0,0,0,22.09072203,1.5,1.5
105,6,0,0,0,0,22.02271555,1.5,1.5
115,6,0,0,0,0,22,1.5,1.5
94,5,0,0,0,0,22.02271555,1.5,1.5
89,3,0,0,0,0,22.09072203,1.5,1.5
98,3,0,0,0,0,22.20360331,1.5,1.5
103,4,0,0,0,0,22.36067977,1.5,1.5
108,4,0,0,0,0,22.56102835,1.5,1.5
104,6,0,0,0,0,22.8035085,1.5,1.5
120,6,0,0,0,0,23.08679276,1.5,1.5
105,7,0,0,0,0,23.40939982,1.5,1.5
120,6,1,0,0,0,23.76972865,1.5,1.5
110,7,0,0,0,0,24.16609195,1.5,1.5
112,6,1,0,0,0,24.59674775,1.5,1.5
105,6,0,0,0,0,23.34523506,1.5,1.5
108,6,0,0,0,0,23.19482701,1.5,1.5
116,6,0,0,0,0,23.08679276,1.5,1.5
108,6,0,0,0,0,23.02172887,1.5,1.5
100,6,0,0,0,0,23,1.5,1.5
89,5,0,0,0,0,23.02172887,1.5,1.5
90,3,0,0,0,0,23.08679276,1.5,1.5
115,3,0,0,0,0,23.19482701,1.5,1.5
113,4,0,0,0,0,23.34523506,1.5,1.5
107,3,1,0,0,0,23.53720459,1.5,1.5
121,6,0,0,0,0,23.76972865,1.5,1.5
112,6,0,0,0,0,24.04163056,1.5,1.5
108,7,0,0,0,0,24.35159132,1.5,1.5
113,7,0,0,0,0,24.69817807,1.5,1.5
109,7,1,0,0,0,25.07987241,1.5,1.5
106,6,1,0,0,0,25.49509757,1.5,1.5
108,6,0,0,0,0,24.33105012,1.5,1.5
119,6,0,0,0,0,24.18677324,1.5,1.5
109,6,0,0,0,0,24.08318916,1.5,1.5
110,6,0,0,0,0,24.0208243,1.5,1.5
114,6,0,0,0,0,24,1.5,1.5
92,5,0,0,0,0,24.0208243,1.5,1.5
92,3,0,0,0,0,24.08318916,1.5,1.5
96,3,0,0,0,0,24.18677324,1.5,1.5
100,4,0,0,0,0,24.33105012,1.5,1.5
109,4,0,0,0,0,24.51530134,1.5,1.5
113,6,0,0,0,0,24.73863375,1.5,1.5
108,6,0,0,0,0,25,1.5,1.5
105,6,0,0,0,0,25.29822128,1.5,1.5
108,6,1,0,0,0,25.63201124,1.5,1.5
112,7,1,0,0,0,26,1.5,1.5
123,7,0,0,0,0,26.40075756,1.5,1.5
114,7,0,0,0,0,25.3179778,1.5,1.5
113,7,0,0,0,0,25.07987241,1.5,1.5
104,7,0,0,0,0,25.01999201,1.5,1.5
106,7,0,0,0,0,25,1.5,1.5
92,5,0,0,0,0,25.01999201,1.5,1.5
96,4,0,0,0,0,25.07987241,1.5,1.5
95,3,0,0,0,0,25.17935662,1.5,1.5
104,4,0,0,0,0,25.3179778,1.5,1.5
103,4,0,0,0,0,25.49509757,1.5,1.5
108,5,0,0,0,0,25.70992026,1.5,1.5
114,6,0,0,0,0,25.96150997,1.5,1.5
118,6,0,0,0,0,26.2488095,1.5,1.5
111,7,0,0,0,0,26.57066051,1.5,1.5
111,6,0,0,0,0,26.92582404,1.5,1.5
117,7,0,0,0,0,26.30589288,1.5,1.5
116,7,0,0,0,0,26.17250466,1.5,1.5
112,7,0,0,0,0,26.07680962,1.5,1.5
117,7,0,0,0,0,26.01922366,1.5,1.5
106,7,0,0,0,0,26,1.5,1.5
90,5,0,0,0,0,26.01922366,1.5,1.5
88,4,0,0,0,0,26.07680962,1.5,1.5
98,3,0,0,0,0,26.17250466,1.5,1.5
107,4,0,0,0,0,26.30589288,1.5,1.5
104,4,0,0,0,0,26.47640459,1.5,1.5
101,3,0,0,0,0,26.68332813,1.5,1.5
110,7,0,0,0,0,27.51363298,1.5,1.5
103,6,1,0,0,0,27.85677655,1.5,1.5
114,7,1,0,0,0,28.23118843,1.5,1.5
116,7,0,0,0,0,27.29468813,1.5,1.5
116,7,0,0,0,0,27.16615541,1.5,1.5
118,7,0,0,0,0,27.07397274,1.5,1.5
109,7,0,0,0,0,27.01851217,1.5,1.5
107,7,0,0,0,0,27,1.5,1.5
91,5,0,0,0,0,27.01851217,1.5,1.5
98,4,0,0,0,0,27.07397274,1.5,1.5
91,3,0,0,0,0,27.16615541,1.5,1.5
109,4,0,0,0,0,27.29468813,1.5,1.5
115,4,0,0,0,0,27.45906044,1.5,1.5
103,3,1,0,0,0,27.65863337,1.5,1.5
115,6,0,0,0,0,28.46049894,1.5,1.5
111,7,0,0,0,0,28.7923601,1.5,1.5
119,7,0,0,0,0,29.15475947,1.5,1.5
120,7,0,0,0,0,28.28427125,1.5,1.5
118,7,0,0,0,0,28.16025568,1.5,1.5
110,7,0,0,0,0,28.0713377,1.5,1.5
114,7,0,0,0,0,28.01785145,1.5,1.5
109,7,0,0,0,0,28,1.5,1.5
96,6,0,0,0,0,28.01785145,1.5,1.5
96,4,0,0,0,0,28.0713377,1.5,1.5
99,3,0,0,0,0,28.16025568,1.5,1.5
104,4,0,0,0,0,28.28427125,1.5,1.5
113,4,0,0,0,0,28.44292531,1.5,1.5
109,4,0,0,0,0,28.63564213,1.5,1.5
106,5,0,0,0,0,28.86173938,1.5,1.5
104,5,0,0,0,0,29.12043956,1.5,1.5
114,6,0,0,0,0,29.41088234,1.5,1.5
115,7,0,0,0,0,29.73213749,1.5,1.5
107,7,0,0,0,0,30.08321791,1.5,1.5
